Service Request Number,Unnamed: 1,Service Request: Type Name,Work Order Number,Date/Time Opened,Date/Time Closed,Service Request Status,Service Request: Description,Department,Work Order Status,Street Block,Zip Code,Unnamed: 12
SR20-05193761,,No Heat Complaint,20-03280666,10/2/2020 2:44 PM,10/13/2020 12:23 PM,Completed,,DOB - Buildings,Closed,5800 W DIVISION ST,60651.0,
SR20-05193791,,No Heat Complaint,20-03280692,10/2/2020 2:45 PM,10/6/2020 1:47 PM,Completed,,DOB - Buildings,Closed,2300 S LAWNDALE AVE,60623.0,
SR20-05194581,,No Heat Complaint,20-03281326,10/2/2020 3:21 PM,10/5/2020 3:18 PM,Completed,,DOB - Buildings,Closed,9800 S LOOMIS ST,60643.0,
SR20-05194683,,No Heat Complaint,20-03281418,10/2/2020 3:26 PM,10/6/2020 3:08 PM,Completed,,DOB - Buildings,Closed,10900 S DR MARTIN LUTHER KING JR DR,60628.0,
SR20-05194825,,No Heat Complaint,20-03281539,10/2/2020 3:33 PM,10/5/2020 3:18 PM,Completed,,DOB - Buildings,Closed,10300 S CALUMET AVE,60628.0,
SR20-05195187,,No Heat Complaint,20-03281848,10/2/2020 3:50 PM,10/5/2020 3:18 PM,Completed,,DOB - Buildings,Closed,7000 S CORNELL AVE,60649.0,
SR20-05196669,,No Heat Complaint,20-03282995,10/2/2020 5:22 PM,10/14/2020 11:40 AM,Completed,,DOB - Buildings,Closed,5200 S DORCHESTER AVE,60615.0,
SR20-05197031,,No Heat Complaint,20-03283120,10/2/2020 6:38 PM,10/6/2020 2:03 PM,Completed,CHA Building.,DOB - Buildings,Closed,10600 S OGLESBY AVE,60617.0,
SR20-05197095,,No Heat Complaint,20-03283149,10/2/2020 6:57 PM,10/6/2020 11:42 AM,Completed,,DOB - Buildings,Closed,2900 N LINDER AVE,60641.0,
SR20-05197124,,No Heat Complaint,20-03283164,10/2/2020 7:08 PM,10/26/2020 10:50 AM,Completed,,DOB - Buildings,Closed,7700 S KINGSTON AVE,60649.0,
SR20-05197135,,No Heat Complaint,20-03283169,10/2/2020 7:11 PM,10/13/2020 8:37 AM,Completed,,DOB - Buildings,Closed,4200 N KEDVALE AVE,60641.0,
SR20-05197228,,No Heat Complaint,,10/2/2020 7:44 PM,10/13/2020 12:23 PM,Completed,,DOB - Buildings,,,60651.0,
SR20-05197651,,No Heat Complaint,20-03283361,10/2/2020 10:22 PM,10/6/2020 12:35 PM,Completed,,DOB - Buildings,Closed,2300 E 70TH ST,60649.0,
SR20-05197763,,No Heat Complaint,,10/2/2020 11:07 PM,10/15/2020 9:22 AM,Completed,,DOB - Buildings,,,60619.0,
SR20-05198035,,No Heat Complaint,20-03283445,10/3/2020 2:28 AM,10/27/2020 10:54 AM,Completed,,DOB - Buildings,Closed,6300 N ARTESIAN AVE,60659.0,
SR20-05198195,,No Heat Complaint,,10/3/2020 6:43 AM,10/13/2020 10:43 AM,Completed,,DOB - Buildings,,,60619.0,
SR20-05198514,,No Heat Complaint,20-03283611,10/3/2020 8:39 AM,10/6/2020 4:36 PM,Completed,,DOB - Buildings,Closed,1300 E HYDE PARK BLVD,60615.0,
SR20-05199243,,No Heat Complaint,20-03283873,10/3/2020 11:14 AM,10/8/2020 3:08 PM,Completed,,DOB - Buildings,Closed,6100 N KENMORE AVE,60660.0,
SR20-05199369,,No Heat Complaint,,10/3/2020 11:46 AM,10/5/2020 1:24 PM,Completed,,DOB - Buildings,,,60639.0,
SR20-05199439,,No Heat Complaint,20-03283975,10/3/2020 12:03 PM,10/8/2020 3:08 PM,Completed,The caller is renting a condo and he informed the owner that he does not have heat and they still have not turned on the heat.,DOB - Buildings,Closed,4800 W HUTCHINSON ST,60641.0,
SR20-05199477,,No Heat Complaint,20-03283994,10/3/2020 12:12 PM,10/6/2020 12:16 PM,Completed,"Bathroom and kitchen colder than rest of apartment, asked repeatedly to raise heat",DOB - Buildings,Closed,2300 W WILSON AVE,60625.0,
SR20-05199733,,No Heat Complaint,20-03284094,10/3/2020 1:00 PM,10/8/2020 3:08 PM,Completed,,DOB - Buildings,Closed,5800 N SHERIDAN RD,60660.0,
SR20-05199846,,No Heat Complaint,20-03284140,10/3/2020 1:32 PM,10/6/2020 2:39 PM,Completed,,DOB - Buildings,Closed,6900 S OGLESBY AVE,60649.0,
SR20-05199862,,No Heat Complaint,20-03284146,10/3/2020 1:36 PM,10/8/2020 3:08 PM,Completed,First photo taken on Oct 3 second 2 taken oct 2,DOB - Buildings,Closed,1200 W ARTHUR AVE,60626.0,
SR20-05199874,,No Heat Complaint,20-03284151,10/3/2020 1:37 PM,10/8/2020 3:01 PM,Completed,,DOB - Buildings,Closed,4800 S COTTAGE GROVE AVE,60615.0,
SR20-05200087,,No Heat Complaint,20-03284220,10/3/2020 2:21 PM,10/8/2020 3:01 PM,Completed,,DOB - Buildings,Closed,900 W 54TH ST,60609.0,
SR20-05200235,,No Heat Complaint,20-03284261,10/3/2020 2:54 PM,10/13/2020 8:37 AM,Completed,,DOB - Buildings,Closed,6800 N OAKLEY AVE,60645.0,
SR20-05200272,,No Heat Complaint,20-03284266,10/3/2020 3:01 PM,10/6/2020 9:55 AM,Completed,No heat since September 15th.,DOB - Buildings,Closed,2700 N CLARK ST,60614.0,
SR20-05200342,,No Heat Complaint,20-03284293,10/3/2020 3:16 PM,10/13/2020 12:23 PM,Completed,,DOB - Buildings,Closed,900 N LATROBE AVE,60651.0,
SR20-05200346,,No Heat Complaint,20-03284294,10/3/2020 3:17 PM,10/13/2020 8:37 AM,Completed,,DOB - Buildings,Closed,800 W MONTROSE AVE,60613.0,
SR20-05200486,,No Heat Complaint,20-03284327,10/3/2020 3:48 PM,10/26/2020 10:50 AM,Completed,CALL THE PHONE NUMBER FOR ACCESS TO THE BUILDING.,DOB - Buildings,Closed,6500 S CALIFORNIA AVE,60629.0,
SR20-05200766,,No Heat Complaint,20-03284396,10/3/2020 4:46 PM,10/5/2020 10:15 AM,Completed,The cook county jail should have the heat turned on,DOB - Buildings,Closed,2700 S CALIFORNIA AVE,60608.0,
SR20-05201034,,No Heat Complaint,20-03284466,10/3/2020 5:48 PM,10/5/2020 10:16 AM,Completed,***NO HEAT HAS NOT BEEN TURNED ON ENTIRE BUILDING ***,DOB - Buildings,Closed,5400 N SHERIDAN RD,60640.0,
SR20-05201306,,No Heat Complaint,20-03284548,10/3/2020 7:06 PM,10/6/2020 12:48 PM,Completed,,DOB - Buildings,Closed,900 E 40TH ST,60653.0,
SR20-05201382,,No Heat Complaint,20-03284587,10/3/2020 7:41 PM,10/6/2020 2:32 PM,Completed,CALLER IS PREGNANT,DOB - Buildings,Closed,6800 S CRANDON AVE,60649.0,
SR20-05201421,,No Heat Complaint,20-03284604,10/3/2020 7:53 PM,10/8/2020 4:18 PM,Completed,,DOB - Buildings,Closed,1200 W 50TH ST,60609.0,
SR20-05201590,,No Heat Complaint,20-03284694,10/3/2020 8:47 PM,10/8/2020 4:27 PM,Completed,,DOB - Buildings,Closed,6800 S KEATING AVE,60629.0,
SR20-05201739,,No Heat Complaint,20-03284755,10/3/2020 9:56 PM,10/8/2020 4:27 PM,Completed,PER CFD BC-20 GAS WAS TURNED OFF DUE TO FURANCE ISSUES SO THERE IS NO HEAT IN BLDG. NO OTHER INFO GIVEN,DOB - Buildings,Closed,6600 S WHIPPLE ST,60629.0,
SR20-05202192,,No Heat Complaint,20-03284844,10/4/2020 3:23 AM,10/11/2020 9:36 PM,Completed,,DOB - Buildings,Closed,1100 W MORSE AVE,60626.0,
SR20-05202255,,No Heat Complaint,20-03284860,10/4/2020 5:06 AM,10/8/2020 3:08 PM,Completed,,DOB - Buildings,Closed,4000 N LAPORTE AVE,60641.0,
SR20-05202274,,No Heat Complaint,20-03284864,10/4/2020 5:44 AM,10/13/2020 11:34 AM,Completed,"Robert Ellis , Property Manager  847-859-9893",DOB - Buildings,Closed,2100 E 70TH ST,60649.0,
SR20-05202380,,No Heat Complaint,20-03284885,10/4/2020 7:29 AM,10/8/2020 3:08 PM,Completed,,DOB - Buildings,Closed,7500 N OAKLEY AVE,60645.0,
SR20-05202709,,No Heat Complaint,20-03284999,10/4/2020 9:26 AM,10/8/2020 4:27 PM,Completed,,DOB - Buildings,Closed,8900 S COTTAGE GROVE AVE,60619.0,
SR20-05202873,,No Heat Complaint,20-03285059,10/4/2020 10:03 AM,10/13/2020 8:37 AM,Completed,Taken temp in unit last two days at 60 degrees radiators have not been turned on message was left for landlord,DOB - Buildings,Closed,1400 W BERWYN AVE,60640.0,
SR20-05203032,,No Heat Complaint,20-03285118,10/4/2020 10:45 AM,10/11/2020 9:36 PM,Completed,,DOB - Buildings,Closed,6400 N SHERIDAN RD,60626.0,
SR20-05203062,,No Heat Complaint,20-03285130,10/4/2020 10:53 AM,10/11/2020 9:36 PM,Completed,,DOB - Buildings,Closed,400 E OHIO ST,60611.0,
SR20-05203457,,No Heat Complaint,20-03285265,10/4/2020 12:43 PM,10/26/2020 10:50 AM,Completed,,DOB - Buildings,Closed,5500 S HONORE ST,60636.0,
SR20-05203520,,No Heat Complaint,20-03285297,10/4/2020 12:58 PM,10/8/2020 4:27 PM,Completed,HOME RIVER GROUP MGMT CO - 630 324 4267,DOB - Buildings,Closed,8200 S EAST END AVE,60617.0,
SR20-05204075,,No Heat Complaint,20-03285494,10/4/2020 3:25 PM,10/13/2020 9:56 AM,Completed,,DOB - Buildings,Closed,100 E 44TH ST,60653.0,
SR20-05204206,,No Heat Complaint,,10/4/2020 3:49 PM,10/6/2020 2:32 PM,Completed,,DOB - Buildings,,,60649.0,
SR20-05204775,,No Heat Complaint,,10/4/2020 6:26 PM,10/6/2020 1:51 PM,Completed,,DOB - Buildings,,,60610.0,
SR20-05204868,,No Heat Complaint,,10/4/2020 7:00 PM,10/13/2020 8:37 AM,Completed,This landlord is notorious for not turning on the radiators and has had several complaints called about him from other tenants,DOB - Buildings,,,60640.0,
SR20-05205036,,No Heat Complaint,20-03285811,10/4/2020 7:51 PM,10/8/2020 4:27 PM,Completed,,DOB - Buildings,Closed,6800 S PERRY AVE,60621.0,
SR20-05205312,,No Heat Complaint,20-03285907,10/4/2020 9:08 PM,10/13/2020 11:40 AM,Completed,,DOB - Buildings,Closed,1300 E HYDE PARK BLVD,60615.0,
SR20-05205346,,No Heat Complaint,20-03285918,10/4/2020 9:20 PM,10/6/2020 12:17 PM,Completed,,DOB - Buildings,Closed,1300 E 53RD ST,60615.0,
SR20-05205506,,No Heat Complaint,20-03285982,10/4/2020 10:21 PM,10/8/2020 4:27 PM,Completed,,DOB - Buildings,Closed,5800 S SACRAMENTO AVE,60629.0,
SR20-05205519,,No Heat Complaint,20-03285990,10/4/2020 10:25 PM,10/8/2020 4:27 PM,Completed,,DOB - Buildings,Closed,3300 S STATE ST,60616.0,
SR20-05205557,,No Heat Complaint,20-03286001,10/4/2020 10:46 PM,10/13/2020 4:09 PM,Completed,,DOB - Buildings,Closed,3100 S MICHIGAN AVE,60616.0,
SR20-05205666,,No Heat Complaint,,10/4/2020 11:34 PM,10/13/2020 4:09 PM,Completed,,DOB - Buildings,,,60616.0,
SR20-05205818,,No Heat Complaint,20-03286081,10/5/2020 2:05 AM,10/13/2020 8:37 AM,Completed,,DOB - Buildings,Closed,5900 N RIDGE AVE,60660.0,
SR20-05205821,,No Heat Complaint,20-03286083,10/5/2020 2:06 AM,10/8/2020 4:18 PM,Completed,,DOB - Buildings,Closed,3200 S WABASH AVE,60616.0,
SR20-05205903,,No Heat Complaint,20-03286128,10/5/2020 4:53 AM,10/6/2020 2:10 PM,Completed,,DOB - Buildings,Closed,8500 S LAFLIN ST,60620.0,
SR20-05205915,,No Heat Complaint,20-03286131,10/5/2020 5:28 AM,10/13/2020 12:23 PM,Completed,,DOB - Buildings,Closed,300 N LOTUS AVE,60644.0,
SR20-05205953,,No Heat Complaint,,10/5/2020 6:05 AM,10/13/2020 4:09 PM,Completed,,DOB - Buildings,,,60616.0,
SR20-05205969,,No Heat Complaint,20-03286161,10/5/2020 6:12 AM,10/6/2020 12:16 PM,Completed,,DOB - Buildings,Closed,5000 N ROCKWELL ST,60625.0,
SR20-05205975,,No Heat Complaint,20-03286165,10/5/2020 6:18 AM,10/8/2020 4:18 PM,Completed,Caller stated does not know the building owner or manager name or phone#.,DOB - Buildings,Closed,4400 S DREXEL BLVD,60653.0,
SR20-05205982,,No Heat Complaint,20-03286171,10/5/2020 6:24 AM,10/8/2020 4:18 PM,Completed,,DOB - Buildings,Closed,7400 S SOUTH SHORE DR,60649.0,
SR20-05206224,,No Heat Complaint,20-03286290,10/5/2020 7:39 AM,10/8/2020 4:18 PM,Completed,NO WORKING DOOR BELLS,DOB - Buildings,Closed,7700 S JEFFERY BLVD,60649.0,
SR20-05206241,,No Heat Complaint,20-03286300,10/5/2020 7:43 AM,10/11/2020 9:36 PM,Completed,NO HEAT IN OVER A MONTH.  ---THEY SAID THE  HEAT WON'T BE OWN UNTIL MID OCTOBER,DOB - Buildings,Closed,800 W LAWRENCE AVE,60640.0,
SR20-05206348,,No Heat Complaint,20-03286365,10/5/2020 8:04 AM,10/8/2020 4:18 PM,Completed,NO WORKING DOOR BELLS,DOB - Buildings,Closed,7500 S KINGSTON AVE,60649.0,
SR20-05206383,,No Heat Complaint,20-03286387,10/5/2020 8:11 AM,10/11/2020 9:36 PM,Completed,,DOB - Buildings,Closed,400 W WELLINGTON AVE,60657.0,
SR20-05206390,,No Heat Complaint,20-03286393,10/5/2020 8:13 AM,10/6/2020 2:02 PM,Completed,Landlord turned off the heat cannot get into the basement,DOB - Buildings,Closed,6200 S PARKSIDE AVE,60638.0,
SR20-05206548,,No Heat Complaint,20-03286498,10/5/2020 8:32 AM,10/6/2020 2:08 PM,Completed,,DOB - Buildings,Closed,10300 S HALE AVE,60643.0,
SR20-05206551,,No Heat Complaint,20-03286501,10/5/2020 8:33 AM,10/11/2020 9:36 PM,Completed,,DOB - Buildings,Closed,0 E JACKSON BLVD,60604.0,
SR20-05206575,,No Heat Complaint,20-03286518,10/5/2020 8:36 AM,10/6/2020 2:15 PM,Completed,,DOB - Buildings,Closed,1400 W MARQUETTE RD,60636.0,
SR20-05206608,,No Heat Complaint,,10/5/2020 8:41 AM,10/5/2020 1:24 PM,Completed,,DOB - Buildings,,,60639.0,
SR20-05206734,,No Heat Complaint,20-03286621,10/5/2020 8:58 AM,10/8/2020 4:18 PM,Completed,I work for the office of residence life and we brought up complaints about how cold the dorms are and they denied turning the heat on. Space heating units are also prohibited so there is no way for people to warm up their rooms.,DOB - Buildings,Closed,3100 S WABASH AVE,60616.0,
SR20-05206924,,No Heat Complaint,20-03286734,10/5/2020 9:18 AM,10/14/2020 8:46 AM,Completed,,DOB - Buildings,Closed,5400 S KIMBARK AVE,60615.0,
SR20-05207103,,No Heat Complaint,,10/5/2020 9:35 AM,10/13/2020 4:09 PM,Completed,,DOB - Buildings,,,60616.0,
SR20-05207192,,No Heat Complaint,20-03286892,10/5/2020 9:43 AM,10/13/2020 12:45 PM,Completed,,DOB - Buildings,Closed,7600 S BISHOP ST,60620.0,
SR20-05207197,,No Heat Complaint,20-03286893,10/5/2020 9:43 AM,10/13/2020 11:46 AM,Completed,,DOB - Buildings,Closed,8300 S SANGAMON ST,60620.0,
SR20-05207246,,No Heat Complaint,20-03286924,10/5/2020 9:46 AM,10/11/2020 9:36 PM,Completed,,DOB - Buildings,Closed,2000 W BERTEAU AVE,60618.0,
SR20-05207508,,No Heat Complaint,20-03287099,10/5/2020 10:15 AM,10/6/2020 3:57 PM,Completed,,DOB - Buildings,Closed,10000 S AVENUE M,60617.0,
SR20-05207620,,No Heat Complaint,,10/5/2020 10:27 AM,10/14/2020 8:46 AM,Completed,,DOB - Buildings,,,60615.0,
SR20-05207797,,No Heat Complaint,,10/5/2020 10:47 AM,10/13/2020 4:09 PM,Completed,,DOB - Buildings,,,60616.0,
SR20-05208019,,No Heat Complaint,20-03287458,10/5/2020 11:08 AM,10/11/2020 9:36 PM,Completed,,DOB - Buildings,Closed,2300 S SAWYER AVE,60623.0,
SR20-05208279,,No Heat Complaint,20-03287614,10/5/2020 11:35 AM,10/9/2020 4:26 PM,Completed,,DOB - Buildings,Closed,3300 S WESTERN AVE,60608.0,
SR20-05208747,,No Heat Complaint,20-03287935,10/5/2020 12:10 PM,10/11/2020 9:36 PM,Completed,,DOB - Buildings,Closed,600 W WAYMAN ST,60661.0,
SR20-05208833,,No Heat Complaint,20-03287986,10/5/2020 12:16 PM,10/13/2020 12:39 PM,Completed,,DOB - Buildings,Closed,7200 S CARPENTER ST,60621.0,
SR20-05209092,,No Heat Complaint,,10/5/2020 12:37 PM,10/13/2020 4:09 PM,Completed,,DOB - Buildings,,,60616.0,
SR20-05209601,,No Heat Complaint,,10/5/2020 1:13 PM,10/27/2020 10:54 AM,Completed,,DOB - Buildings,,,60659.0,
SR20-05210198,,No Heat Complaint,20-03288967,10/5/2020 2:08 PM,10/6/2020 10:34 AM,Completed,,DOB - Buildings,Closed,5400 N OAK PARK AVE,60656.0,
SR20-05210566,,No Heat Complaint,20-03289215,10/5/2020 2:42 PM,10/20/2020 3:11 PM,Completed,,DOB - Buildings,Closed,600 E 71ST ST,60619.0,
SR20-05210579,,No Heat Complaint,20-03289226,10/5/2020 2:42 PM,10/8/2020 4:18 PM,Completed,,DOB - Buildings,Closed,3300 S STATE ST,60616.0,
SR20-05210654,,No Heat Complaint,20-03289280,10/5/2020 2:48 PM,10/8/2020 3:01 PM,Completed,PLEASE CONTACT CALLER PRIOR TO COMING OUT FOR ENTRY,DOB - Buildings,Closed,3000 W 55TH ST,60632.0,
SR20-05210843,,No Heat Complaint,20-03289381,10/5/2020 3:08 PM,10/11/2020 9:36 PM,Completed,THE CALLER STATED THAT SHE HAS NO HEAT DUE TO THE FACT THAT THEIR IS A GAS LEAK IN THE BASEMENT,DOB - Buildings,Closed,200 N LECLAIRE AVE,60644.0,
SR20-05211286,,No Heat Complaint,,10/5/2020 3:59 PM,10/6/2020 12:48 PM,Completed,***CALLER MUST REMAIN ANONYMOUS***,DOB - Buildings,,,60653.0,
SR20-05211382,,No Heat Complaint,20-03289705,10/5/2020 4:13 PM,10/6/2020 3:46 PM,Completed,,DOB - Buildings,Closed,2700 W 64TH ST,60629.0,
SR20-05211487,,No Heat Complaint,,10/5/2020 4:25 PM,10/8/2020 4:18 PM,Completed,,DOB - Buildings,,,60616.0,
SR20-05211707,,No Heat Complaint,20-03289877,10/5/2020 4:52 PM,10/8/2020 4:18 PM,Completed,,DOB - Buildings,Closed,0 E 32ND ST,60616.0,
SR20-05211874,,No Heat Complaint,20-03289977,10/5/2020 5:20 PM,10/15/2020 3:04 PM,Completed,,DOB - Buildings,Closed,2400 N SOUTHPORT AVE,60614.0,
SR20-05212207,,No Heat Complaint,20-03290120,10/5/2020 6:36 PM,10/6/2020 2:22 PM,Completed,,DOB - Buildings,Closed,5300 S HARPER AVE,60615.0,
SR20-05212343,,No Heat Complaint,20-03290198,10/5/2020 7:13 PM,10/8/2020 3:01 PM,Completed,,DOB - Buildings,Closed,5400 S PAULINA ST,60609.0,
SR20-05212592,,No Heat Complaint,20-03290297,10/5/2020 8:30 PM,10/11/2020 9:36 PM,Completed,,DOB - Buildings,Closed,3400 W FOSTER AVE,60625.0,
SR20-05212707,,No Heat Complaint,,10/5/2020 9:06 PM,10/8/2020 3:08 PM,Completed,,DOB - Buildings,,,60641.0,
SR20-05213158,,No Heat Complaint,20-03290477,10/6/2020 2:03 AM,10/6/2020 3:32 PM,Completed,,DOB - Buildings,Closed,3300 S STATE ST,60616.0,
SR20-05213192,,No Heat Complaint,20-03290486,10/6/2020 3:19 AM,10/9/2020 4:16 PM,Completed,,DOB - Buildings,Closed,10300 S WALDEN PKWY,60643.0,
SR20-05213478,,No Heat Complaint,20-03290638,10/6/2020 7:17 AM,10/6/2020 2:19 PM,Completed,,DOB - Buildings,Closed,7000 S PARNELL AVE,60621.0,
SR20-05213525,,No Heat Complaint,20-03290676,10/6/2020 7:22 AM,10/13/2020 12:36 PM,Completed,,DOB - Buildings,Closed,2600 E 78TH ST,60649.0,
SR20-05213789,,No Heat Complaint,20-03290841,10/6/2020 8:01 AM,10/11/2020 9:36 PM,Completed,owner's son lives in the 2nd fl and refuses to turn the heat on,DOB - Buildings,Closed,5100 N BERNARD ST,60625.0,
SR20-05213844,,No Heat Complaint,20-03290871,10/6/2020 8:12 AM,10/15/2020 3:04 PM,Completed,,DOB - Buildings,Closed,7600 W ADDISON ST,60634.0,
SR20-05214220,,No Heat Complaint,,10/6/2020 8:57 AM,10/8/2020 3:08 PM,Completed,,DOB - Buildings,,,60660.0,
SR20-05214539,,No Heat Complaint,,10/6/2020 9:31 AM,10/8/2020 3:08 PM,Completed,XXXXXXXXXXXXXX is the tenant and can be reached at 312-XXX-XXXX. Anna Cooper is the housing case manager and can be reached at acooper@northsidehousing.org. Mr. XXXXXXXXXXXXXX has a documented disability and his health is at risk by having no heat.,DOB - Buildings,,,60660.0,
SR20-05214599,,No Heat Complaint,20-03291370,10/6/2020 9:37 AM,10/9/2020 4:26 PM,Completed,It’s very cold In these apartments,DOB - Buildings,Closed,2700 W 59TH ST,60629.0,
SR20-05216284,,No Heat Complaint,20-03292537,10/6/2020 12:29 PM,10/13/2020 8:37 AM,Completed,This has been an ongoing issue for several consecutive winters.,DOB - Buildings,Closed,1400 W BERWYN AVE,60640.0,
SR20-05216344,,No Heat Complaint,20-03292573,10/6/2020 12:35 PM,10/15/2020 3:04 PM,Completed,,DOB - Buildings,Closed,4100 N KEDVALE AVE,60641.0,
SR20-05216540,,No Heat Complaint,20-03292688,10/6/2020 12:54 PM,10/9/2020 4:26 PM,Completed,no heat and no hot water,DOB - Buildings,Closed,6200 S MARSHFIELD AVE,60636.0,
SR20-05217461,,No Heat Complaint,,10/6/2020 2:20 PM,10/15/2020 3:04 PM,Completed,,DOB - Buildings,,,60614.0,
SR20-05217460,,No Heat Complaint,,10/6/2020 2:20 PM,10/15/2020 3:04 PM,Completed,,DOB - Buildings,,,60614.0,
SR20-05219487,,No Heat Complaint,20-03294541,10/6/2020 8:34 PM,10/19/2020 1:42 PM,Completed,,DOB - Buildings,Closed,800 S WELLS ST,60607.0,
SR20-05220957,,No Heat Complaint,20-03295287,10/7/2020 8:38 AM,10/14/2020 11:42 AM,Completed,caller refuses any further information states entire building without heat,DOB - Buildings,Closed,5400 S CORNELL AVE,60615.0,
SR20-05221082,,No Heat Complaint,20-03295384,10/7/2020 8:48 AM,10/9/2020 10:39 AM,Completed,,DOB - Buildings,Closed,6200 S PARKSIDE AVE,60638.0,
SR20-05222806,,No Heat Complaint,20-03296721,10/7/2020 11:34 AM,10/9/2020 7:10 AM,Completed,Please contact caller prior to coming for entry-MUST KNOW WHEN THE INSPECTOR IS COMING OUT,DOB - Buildings,Closed,7600 S ESSEX AVE,60649.0,
SR20-05224307,,No Heat Complaint,20-03297836,10/7/2020 2:14 PM,10/9/2020 7:10 AM,Completed,"EMERGENCY 
CALL IN ADVANCE FOR ENTRY -TOO MUCH HEAT -120 DEGREES -MRS SAVAGE HAS A MEDICAL CONDITION",DOB - Buildings,Closed,7800 S HOYNE AVE,60620.0,
SR20-05225991,,No Heat Complaint,20-03298716,10/7/2020 6:13 PM,10/11/2020 9:36 PM,Completed,,DOB - Buildings,Closed,200 N COLUMBUS DR,60601.0,
SR20-05227611,,No Heat Complaint,20-03299401,10/8/2020 7:46 AM,10/9/2020 7:10 AM,Completed,,DOB - Buildings,Closed,800 E 87TH PL,60619.0,
SR20-05228460,,No Heat Complaint,20-03299989,10/8/2020 9:27 AM,10/19/2020 1:42 PM,Completed,,DOB - Buildings,Closed,5200 W ALTGELD ST,60639.0,
SR20-05228535,,No Heat Complaint,20-03300037,10/8/2020 9:36 AM,10/19/2020 1:42 PM,Completed,BLDG ADDRESS IS 4008-16 N AUSTIN,DOB - Buildings,Closed,4000 N AUSTIN AVE,60634.0,
SR20-05228744,,No Heat Complaint,20-03300186,10/8/2020 9:56 AM,10/14/2020 11:40 AM,Completed,Notice from the landlord attached. No updates since this email communication.,DOB - Buildings,Closed,5100 S DORCHESTER AVE,60615.0,
SR20-05228974,,No Heat Complaint,20-03300372,10/8/2020 10:16 AM,10/14/2020 9:19 AM,Completed,,DOB - Buildings,Closed,7200 S YATES BLVD,60649.0,
SR20-05230216,,No Heat Complaint,20-03301292,10/8/2020 12:07 PM,10/29/2020 2:53 PM,Completed,,DOB - Buildings,Closed,1700 W GREENLEAF AVE,60626.0,
SR20-05230877,,No Heat Complaint,,10/8/2020 1:13 PM,10/15/2020 3:04 PM,Completed,CALLER WAS UNABLE TO REACH INSPECTOR AT EMAIL JOSEEPARICIO@CITYOFCHICAGO AND PHONE NUMBER 312 446-3053 BUT SHE IS STILL HAVING THE SAME PROBLEM,DOB - Buildings,,,60641.0,
SR20-05237518,,No Heat Complaint,20-03305598,10/9/2020 11:50 AM,10/20/2020 2:58 PM,Completed,LANDLORD TURN OFF HEAT AND ELECTRIC,DOB - Buildings,Closed,1200 E 72ND ST,60619.0,
SR20-05238240,,No Heat Complaint,20-03306106,10/9/2020 1:08 PM,10/20/2020 10:16 AM,Completed,no working door bells,DOB - Buildings,Closed,6200 S BISHOP ST,60636.0,
SR20-05238486,,No Heat Complaint,20-03306288,10/9/2020 1:37 PM,10/13/2020 4:48 PM,Completed,Caller states that a building inspector was out at property yesterday but did not write any violations up because the heater  was off at the time of inspection.  Caller is requesting for the inspector to go into the basement and look at the complete heating system to find out what the issue is.  Call dropped during intake-was unable to list caller's information.,DOB - Buildings,Closed,7800 S HOYNE AVE,60620.0,
