Service Request Number,Service Request: Type Name,Work Order Number,Date/Time Opened,Date/Time Closed,Service Request Status,Service Request: Description,Department,Work Order Status,Street Block,Zip Code,_key,_address,_latitude,_longitude,_count
SR20-05188922,No Heat Complaint,20-03277044,10/2/2020 7:46 AM,10/8/2020 10:46 AM,Completed,senior building,DOB - Buildings,Closed,400 E 41St St,60653,400 E 41St St-60653,"400 E 41st St, Chicago, IL 60653, USA",41.8204664,-87.6162772,2
SR20-05188934,No Heat Complaint,20-03277051,10/2/2020 7:48 AM,10/6/2020 2:56 PM,Completed,call before coming out,DOB - Buildings,Closed,7600 S South Shore Dr,60649,7600 S South Shore Dr-60649,"7600 S South Shore Dr, Chicago, IL 60649, USA",41.7585734,-87.55547279999999,2
SR20-05188950,No Heat Complaint,20-03277061,10/2/2020 7:52 AM,10/13/2020 8:37 AM,Completed,Building management & maintenance consistently ignore tenant requests & I'm tired of it.,DOB - Buildings,Closed,5700 N Kenmore Ave,60660,5700 N Kenmore Ave-60660,"5700 N Kenmore Ave, Chicago, IL 60660, USA",41.985796,-87.657073,2
SR20-05188957,No Heat Complaint,20-03277066,10/2/2020 7:54 AM,10/8/2020 11:26 AM,Completed,,DOB - Buildings,Closed,1000 E 41St Pl,60653,1000 E 41St Pl-60653,"1000 E 41st Pl, Chicago, IL 60653, USA",41.819663,-87.602243,1
SR20-05188981,No Heat Complaint,20-03277081,10/2/2020 8:00 AM,10/6/2020 2:12 PM,Completed,,DOB - Buildings,Closed,2400 S Ridgeway Ave,60623,2400 S Ridgeway Ave-60623,"2400 S Ridgeway Ave, Chicago, IL 60623, USA",41.8479859,-87.7185444,2
SR20-05189050,No Heat Complaint,20-03277133,10/2/2020 8:16 AM,10/13/2020 12:23 PM,Completed,no heat in 1 month---call before coming out ----no doorbells----knock on door ---landlord states she don't have money to fix nothing,DOB - Buildings,Closed,1600 N Menard Ave,60639,1600 N Menard Ave-60639,"1600 N Menard Ave, Chicago, IL 60639, USA",41.9098658,-87.77038929999999,1
SR20-05189147,No Heat Complaint,20-03277196,10/2/2020 8:31 AM,10/6/2020 12:16 PM,Completed,,DOB - Buildings,Closed,5500 N Campbell Ave,60625,5500 N Campbell Ave-60625,"5500 N Campbell Ave, Chicago, IL 60625, USA",41.9814806,-87.6921436,1
SR20-05189470,No Heat Complaint,20-03277360,10/2/2020 9:13 AM,10/8/2020 9:58 AM,Completed,,DOB - Buildings,Closed,6100 S Eberhart Ave,60637,6100 S Eberhart Ave-60637,"6100 S Eberhart Ave, Chicago, IL 60637, USA",41.7837791,-87.61350829999999,3
SR20-05189621,No Heat Complaint,20-03277438,10/2/2020 9:32 AM,10/8/2020 10:46 AM,Completed,,DOB - Buildings,Closed,4100 S Lake Park Ave,60653,4100 S Lake Park Ave-60653,"4100 S Lake Park Ave, Chicago, IL 60653, USA",41.8199633,-87.6010184,1
SR20-05189790,No Heat Complaint,20-03277552,10/2/2020 9:50 AM,10/6/2020 10:41 AM,Completed,Landlord has failed to turn on radiators in the past (April) as well,DOB - Buildings,Closed,4300 N Paulina St,60613,4300 N Paulina St-60613,"4300 N Paulina St, Chicago, IL 60640, USA",41.9597584,-87.6707813,2
SR20-05190114,No Heat Complaint,20-03277767,10/2/2020 10:22 AM,10/13/2020 12:23 PM,Completed,,DOB - Buildings,Closed,100 N Troy St,60612,100 N Troy St-60612,"N Troy St, Chicago, IL 60612, USA",41.8898331,-87.7051333,1
SR20-05190131,No Heat Complaint,20-03277778,10/2/2020 10:24 AM,10/20/2020 7:35 AM,Completed,,DOB - Buildings,Closed,10700 S Pulaski Rd,60655,10700 S Pulaski Rd-60655,"10700 S Pulaski Rd, Oak Lawn, IL 60453, USA",41.698379,-87.721025,1
SR20-05190170,No Heat Complaint,20-03277800,10/2/2020 10:28 AM,10/13/2020 8:37 AM,Completed,CALL BEFORE COMING,DOB - Buildings,Closed,1600 W Sherwin Ave,60626,1600 W Sherwin Ave-60626,"1600 W Sherwin Ave, Chicago, IL 60626, USA",42.0151687,-87.6704998,2
SR20-05190622,No Heat Complaint,20-03278139,10/2/2020 11:23 AM,10/8/2020 3:08 PM,Completed,Please contact caller prior to coming out for entry,DOB - Buildings,Closed,5600 N Glenwood Ave,60660,5600 N Glenwood Ave-60660,"5600 N Glenwood Ave, Chicago, IL 60660, USA",41.98354630000001,-87.6649556,1
SR20-05190773,No Heat Complaint,20-03278248,10/2/2020 11:39 AM,10/7/2020 3:27 PM,Completed,,DOB - Buildings,Closed,8300 S Wabash Ave,60619,8300 S Wabash Ave-60619,"8300 S Wabash Ave, Chicago, IL 60619, USA",41.7436756,-87.62281089999999,1
SR20-05190885,No Heat Complaint,20-03278337,10/2/2020 11:51 AM,10/6/2020 9:35 AM,Completed,,DOB - Buildings,Closed,1700 N Clark St,60614,1700 N Clark St-60614,"1700 N Clark St, Chicago, IL 60614, USA",41.9131768,-87.63286029999999,1
SR20-05191114,No Heat Complaint,20-03278492,10/2/2020 12:16 PM,10/5/2020 10:13 AM,Completed,,DOB - Buildings,Closed,600 W Diversey Pkwy,60657,600 W Diversey Pkwy-60657,"600 W Diversey Pkwy, Chicago, IL 60614, USA",41.932978,-87.64409189999999,1
SR20-05191691,No Heat Complaint,20-03278864,10/2/2020 1:06 PM,10/6/2020 11:35 AM,Completed,,DOB - Buildings,Closed,1500 N Lake Shore Dr,60610,1500 N Lake Shore Dr-60610,"1500 N Lake Shore Dr, Chicago, IL 60610, USA",41.9098168,-87.62692969999999,1
SR20-05192173,No Heat Complaint,20-03279274,10/2/2020 1:33 PM,10/5/2020 3:18 PM,Completed,,DOB - Buildings,Closed,6800 S Artesian Ave,60629,6800 S Artesian Ave-60629,"6800 S Artesian Ave, Chicago, IL 60629, USA",41.769995,-87.684972,2
SR20-05193761,No Heat Complaint,20-03280666,10/2/2020 2:44 PM,10/13/2020 12:23 PM,Completed,,DOB - Buildings,Closed,5800 W Division St,60651,5800 W Division St-60651,"5800 W Division St, Chicago, IL 60651, USA",41.902296,-87.77080590000001,2
SR20-05193791,No Heat Complaint,20-03280692,10/2/2020 2:45 PM,10/6/2020 1:47 PM,Completed,,DOB - Buildings,Closed,2300 S Lawndale Ave,60623,2300 S Lawndale Ave-60623,"2300 S Lawndale Ave, Chicago, IL 60623, USA",41.8496991,-87.717608,2
SR20-05194581,No Heat Complaint,20-03281326,10/2/2020 3:21 PM,10/5/2020 3:18 PM,Completed,,DOB - Buildings,Closed,9800 S Loomis St,60643,9800 S Loomis St-60643,"9800 S Loomis St, Chicago, IL 60643, USA",41.7158911,-87.6575525,1
SR20-05194683,No Heat Complaint,20-03281418,10/2/2020 3:26 PM,10/6/2020 3:08 PM,Completed,,DOB - Buildings,Closed,10900 S Dr Martin Luther King Jr Dr,60628,10900 S Dr Martin Luther King Jr Dr-60628,"10900 S Martin Luther King Dr, Chicago, IL 60628, USA",41.6963595,-87.61347479999999,1
SR20-05194825,No Heat Complaint,20-03281539,10/2/2020 3:33 PM,10/5/2020 3:18 PM,Completed,,DOB - Buildings,Closed,10300 S Calumet Ave,60628,10300 S Calumet Ave-60628,"10300 S Calumet Ave, Chicago, IL 60628, USA",41.7073015,-87.61497179999999,1
SR20-05195187,No Heat Complaint,20-03281848,10/2/2020 3:50 PM,10/5/2020 3:18 PM,Completed,,DOB - Buildings,Closed,7000 S Cornell Ave,60649,7000 S Cornell Ave-60649,"7000 S Cornell Ave, Chicago, IL 60649, USA",41.766609,-87.5843532,1
SR20-05196669,No Heat Complaint,20-03282995,10/2/2020 5:22 PM,10/14/2020 11:40 AM,Completed,,DOB - Buildings,Closed,5200 S Dorchester Ave,60615,5200 S Dorchester Ave-60615,"5200 S Dorchester Ave, Chicago, IL 60615, USA",41.8006954,-87.5922531,1
SR20-05197031,No Heat Complaint,20-03283120,10/2/2020 6:38 PM,10/6/2020 2:03 PM,Completed,CHA Building.,DOB - Buildings,Closed,10600 S Oglesby Ave,60617,10600 S Oglesby Ave-60617,"10600 S Oglesby Ave, Chicago, IL 60617, USA",41.7027162,-87.565443,1
SR20-05197095,No Heat Complaint,20-03283149,10/2/2020 6:57 PM,10/6/2020 11:42 AM,Completed,,DOB - Buildings,Closed,2900 N Linder Ave,60641,2900 N Linder Ave-60641,"2900 N Linder Ave, Chicago, IL 60641, USA",41.9331476,-87.76385069999999,1
SR20-05197124,No Heat Complaint,20-03283164,10/2/2020 7:08 PM,10/26/2020 10:50 AM,Completed,,DOB - Buildings,Closed,7700 S Kingston Ave,60649,7700 S Kingston Ave-60649,"7700 S Kingston Ave, Chicago, IL 60649, USA",41.755146,-87.562991,1
SR20-05197135,No Heat Complaint,20-03283169,10/2/2020 7:11 PM,10/13/2020 8:37 AM,Completed,,DOB - Buildings,Closed,4200 N Kedvale Ave,60641,4200 N Kedvale Ave-60641,"4200 N Kedvale Ave, Chicago, IL 60641, USA",41.9574176,-87.7331499,1
SR20-05197651,No Heat Complaint,20-03283361,10/2/2020 10:22 PM,10/6/2020 12:35 PM,Completed,,DOB - Buildings,Closed,2300 E 70Th St,60649,2300 E 70Th St-60649,"2300 E 70th St, Chicago, IL 60649, USA",41.768055,-87.5698355,7
SR20-05198035,No Heat Complaint,20-03283445,10/3/2020 2:28 AM,10/27/2020 10:54 AM,Completed,,DOB - Buildings,Closed,6300 N Artesian Ave,60659,6300 N Artesian Ave-60659,"6300 N Artesian Ave, Chicago, IL 60659, USA",41.995884,-87.6910443,3
SR20-05198514,No Heat Complaint,20-03283611,10/3/2020 8:39 AM,10/6/2020 4:36 PM,Completed,,DOB - Buildings,Closed,1300 E Hyde Park Blvd,60615,1300 E Hyde Park Blvd-60615,"1300 E Hyde Park Blvd, Chicago, IL 60615, USA",41.8026926,-87.5947285,2
SR20-05199243,No Heat Complaint,20-03283873,10/3/2020 11:14 AM,10/8/2020 3:08 PM,Completed,,DOB - Buildings,Closed,6100 N Kenmore Ave,60660,6100 N Kenmore Ave-60660,"6100 N Kenmore Ave, Chicago, IL 60660, USA",41.9923299,-87.65687439999999,7
SR20-05199439,No Heat Complaint,20-03283975,10/3/2020 12:03 PM,10/8/2020 3:08 PM,Completed,The caller is renting a condo and he informed the owner that he does not have heat and they still have not turned on the heat.,DOB - Buildings,Closed,4800 W Hutchinson St,60641,4800 W Hutchinson St-60641,"4800 W Hutchinson St, Chicago, IL 60641, USA",41.9580589,-87.7475975,1
SR20-05199477,No Heat Complaint,20-03283994,10/3/2020 12:12 PM,10/6/2020 12:16 PM,Completed,"Bathroom and kitchen colder than rest of apartment, asked repeatedly to raise heat",DOB - Buildings,Closed,2300 W Wilson Ave,60625,2300 W Wilson Ave-60625,"2300 W Wilson Ave, Chicago, IL 60625, USA",41.964903,-87.68633439999999,1
SR20-05199733,No Heat Complaint,20-03284094,10/3/2020 1:00 PM,10/8/2020 3:08 PM,Completed,,DOB - Buildings,Closed,5800 N Sheridan Rd,60660,5800 N Sheridan Rd-60660,"5800 N Sheridan Rd, Chicago, IL 60660, USA",41.9874715,-87.6557019,6
SR20-05199846,No Heat Complaint,20-03284140,10/3/2020 1:32 PM,10/6/2020 2:39 PM,Completed,,DOB - Buildings,Closed,6900 S Oglesby Ave,60649,6900 S Oglesby Ave-60649,"6900 S Oglesby Ave, Chicago, IL 60649, USA",41.7697084,-87.56843529999999,6
SR20-05199862,No Heat Complaint,20-03284146,10/3/2020 1:36 PM,10/8/2020 3:08 PM,Completed,First photo taken on Oct 3 second 2 taken oct 2,DOB - Buildings,Closed,1200 W Arthur Ave,60626,1200 W Arthur Ave-60626,"1200 W Arthur Ave, Chicago, IL 60626, USA",42.0006639,-87.6613005,1
SR20-05200087,No Heat Complaint,20-03284220,10/3/2020 2:21 PM,10/8/2020 3:01 PM,Completed,,DOB - Buildings,Closed,900 W 54Th St,60609,900 W 54Th St-60609,"900 W 54th St, Chicago, IL 60609, USA",41.7960006,-87.6476584,1
SR20-05200235,No Heat Complaint,20-03284261,10/3/2020 2:54 PM,10/13/2020 8:37 AM,Completed,,DOB - Buildings,Closed,6800 N Oakley Ave,60645,6800 N Oakley Ave-60645,"6800 N Oakley Ave, Chicago, IL 60645, USA",42.005373,-87.6881975,1
SR20-05200272,No Heat Complaint,20-03284266,10/3/2020 3:01 PM,10/6/2020 9:55 AM,Completed,No heat since September 15th.,DOB - Buildings,Closed,2700 N Clark St,60614,2700 N Clark St-60614,"2700 N Clark St, Chicago, IL 60614, USA",41.9317182,-87.6448453,3
SR20-05200342,No Heat Complaint,20-03284293,10/3/2020 3:16 PM,10/13/2020 12:23 PM,Completed,,DOB - Buildings,Closed,900 N Latrobe Ave,60651,900 N Latrobe Ave-60651,"900 N Latrobe Ave, Chicago, IL 60651, USA",41.89687079999999,-87.75717039999999,1
SR20-05200346,No Heat Complaint,20-03284294,10/3/2020 3:17 PM,10/13/2020 8:37 AM,Completed,,DOB - Buildings,Closed,800 W Montrose Ave,60613,800 W Montrose Ave-60613,"800 W Montrose Ave, Chicago, IL 60613, USA",41.961848,-87.64992199999999,3
SR20-05200486,No Heat Complaint,20-03284327,10/3/2020 3:48 PM,10/26/2020 10:50 AM,Completed,CALL THE PHONE NUMBER FOR ACCESS TO THE BUILDING.,DOB - Buildings,Closed,6500 S California Ave,60629,6500 S California Ave-60629,"6500 S California Ave, Chicago, IL 60629, USA",41.7753298,-87.69356909999999,2
SR20-05200766,No Heat Complaint,20-03284396,10/3/2020 4:46 PM,10/5/2020 10:15 AM,Completed,The cook county jail should have the heat turned on,DOB - Buildings,Closed,2700 S California Ave,60608,2700 S California Ave-60608,"2700 S California Ave, Chicago, IL 60608, USA",41.8426106,-87.6953025,1
SR20-05201034,No Heat Complaint,20-03284466,10/3/2020 5:48 PM,10/5/2020 10:16 AM,Completed,***NO HEAT HAS NOT BEEN TURNED ON ENTIRE BUILDING ***,DOB - Buildings,Closed,5400 N Sheridan Rd,60640,5400 N Sheridan Rd-60640,"5400 N Sheridan Rd, Chicago, IL 60640, USA",41.9803116,-87.6556329,5
SR20-05201306,No Heat Complaint,20-03284548,10/3/2020 7:06 PM,10/6/2020 12:48 PM,Completed,,DOB - Buildings,Closed,900 E 40Th St,60653,900 E 40Th St-60653,"900 E 40th St, Chicago, IL 60653, USA",41.8222253,-87.603765,1
SR20-05201382,No Heat Complaint,20-03284587,10/3/2020 7:41 PM,10/6/2020 2:32 PM,Completed,CALLER IS PREGNANT,DOB - Buildings,Closed,6800 S Crandon Ave,60649,6800 S Crandon Ave-60649,"6800 S Crandon Ave, Chicago, IL 60649, USA",41.771313,-87.57037199999999,3
SR20-05201421,No Heat Complaint,20-03284604,10/3/2020 7:53 PM,10/8/2020 4:18 PM,Completed,,DOB - Buildings,Closed,1200 W 50Th St,60609,1200 W 50Th St-60609,"1200 W 50th St, Chicago, IL 60609, USA",41.8032583,-87.65511599999999,1
SR20-05201590,No Heat Complaint,20-03284694,10/3/2020 8:47 PM,10/8/2020 4:27 PM,Completed,,DOB - Buildings,Closed,6800 S Keating Ave,60629,6800 S Keating Ave-60629,"6800 S Keating Ave, Chicago, IL 60629, USA",41.7690576,-87.7407303,6
SR20-05201739,No Heat Complaint,20-03284755,10/3/2020 9:56 PM,10/8/2020 4:27 PM,Completed,PER CFD BC-20 GAS WAS TURNED OFF DUE TO FURANCE ISSUES SO THERE IS NO HEAT IN BLDG. NO OTHER INFO GIVEN,DOB - Buildings,Closed,6600 S Whipple St,60629,6600 S Whipple St-60629,"6600 S Whipple St, Chicago, IL 60629, USA",41.7734306,-87.6996137,2
SR20-05202192,No Heat Complaint,20-03284844,10/4/2020 3:23 AM,10/11/2020 9:36 PM,Completed,,DOB - Buildings,Closed,1100 W Morse Ave,60626,1100 W Morse Ave-60626,"1100 W Morse Ave, Chicago, IL 60626, USA",42.008011,-87.6593336,1
SR20-05202255,No Heat Complaint,20-03284860,10/4/2020 5:06 AM,10/8/2020 3:08 PM,Completed,,DOB - Buildings,Closed,4000 N Laporte Ave,60641,4000 N Laporte Ave-60641,"4000 N Laporte Ave, Chicago, IL 60641, USA",41.95346989999999,-87.7510324,22
SR20-05202274,No Heat Complaint,20-03284864,10/4/2020 5:44 AM,10/13/2020 11:34 AM,Completed,"Robert Ellis , Property Manager  847-859-9893",DOB - Buildings,Closed,2100 E 70Th St,60649,2100 E 70Th St-60649,"2100 E 70th St, Chicago, IL 60649, USA",41.7679856,-87.57389889999999,1
SR20-05202380,No Heat Complaint,20-03284885,10/4/2020 7:29 AM,10/8/2020 3:08 PM,Completed,,DOB - Buildings,Closed,7500 N Oakley Ave,60645,7500 N Oakley Ave-60645,"7500 N Oakley Ave, Chicago, IL 60645, USA",42.0174299,-87.6877509,2
SR20-05202709,No Heat Complaint,20-03284999,10/4/2020 9:26 AM,10/8/2020 4:27 PM,Completed,,DOB - Buildings,Closed,8900 S Cottage Grove Ave,60619,8900 S Cottage Grove Ave-60619,"8900 S Cottage Grove Ave, Chicago, IL 60619, USA",41.7328649,-87.605143,7
SR20-05202873,No Heat Complaint,20-03285059,10/4/2020 10:03 AM,10/13/2020 8:37 AM,Completed,Taken temp in unit last two days at 60 degrees radiators have not been turned on message was left for landlord,DOB - Buildings,Closed,1400 W Berwyn Ave,60640,1400 W Berwyn Ave-60640,"1400 W Berwyn Ave, Chicago, IL 60640, USA",41.9780703,-87.6648946,5
SR20-05203062,No Heat Complaint,20-03285130,10/4/2020 10:53 AM,10/11/2020 9:36 PM,Completed,,DOB - Buildings,Closed,400 E Ohio St,60611,400 E Ohio St-60611,"400 E Ohio St, Chicago, IL 60611, USA",41.8929548,-87.61713379999999,1
SR20-05203457,No Heat Complaint,20-03285265,10/4/2020 12:43 PM,10/26/2020 10:50 AM,Completed,,DOB - Buildings,Closed,5500 S Honore St,60636,5500 S Honore St-60636,"5500 S Honore St, Chicago, IL 60636, USA",41.7935699,-87.67065079999999,1
SR20-05203520,No Heat Complaint,20-03285297,10/4/2020 12:58 PM,10/8/2020 4:27 PM,Completed,HOME RIVER GROUP MGMT CO - 630 324 4267,DOB - Buildings,Closed,8200 S East End Ave,60617,8200 S East End Ave-60617,"8200 S East End Ave, Chicago, IL 60617, USA",41.7459101,-87.5832394,1
SR20-05204075,No Heat Complaint,20-03285494,10/4/2020 3:25 PM,10/13/2020 9:56 AM,Completed,,DOB - Buildings,Closed,100 E 44Th St,60653,100 E 44Th St-60653,"100 E 44th St, Chicago, IL 60653, USA",41.814722,-87.62296359999999,2
SR20-05205036,No Heat Complaint,20-03285811,10/4/2020 7:51 PM,10/8/2020 4:27 PM,Completed,,DOB - Buildings,Closed,6800 S Perry Ave,60621,6800 S Perry Ave-60621,"6800 S Perry Ave, Chicago, IL 60621, USA",41.7706551,-87.6287275,1
SR20-05205346,No Heat Complaint,20-03285918,10/4/2020 9:20 PM,10/6/2020 12:17 PM,Completed,,DOB - Buildings,Closed,1300 E 53Rd St,60615,1300 E 53Rd St-60615,"1300 E 53rd St, Chicago, IL 60615, USA",41.7997984,-87.59475800000001,1
SR20-05205506,No Heat Complaint,20-03285982,10/4/2020 10:21 PM,10/8/2020 4:27 PM,Completed,,DOB - Buildings,Closed,5800 S Sacramento Ave,60629,5800 S Sacramento Ave-60629,"5800 S Sacramento Ave, Chicago, IL 60629, USA",41.78801869999999,-87.6988052,1
SR20-05205519,No Heat Complaint,20-03285990,10/4/2020 10:25 PM,10/8/2020 4:27 PM,Completed,,DOB - Buildings,Closed,3300 S State St,60616,3300 S State St-60616,"3300 S State St, Chicago, IL 60616, USA",41.8346876,-87.6266799,3
SR20-05205557,No Heat Complaint,20-03286001,10/4/2020 10:46 PM,10/13/2020 4:09 PM,Completed,,DOB - Buildings,Closed,3100 S Michigan Ave,60616,3100 S Michigan Ave-60616,"3100 S Michigan Ave, Chicago, IL 60616, USA",41.8376378,-87.6239968,1
SR20-05205818,No Heat Complaint,20-03286081,10/5/2020 2:05 AM,10/13/2020 8:37 AM,Completed,,DOB - Buildings,Closed,5900 N Ridge Ave,60660,5900 N Ridge Ave-60660,"5900 N Ridge Ave, Chicago, IL 60660, USA",41.9890199,-87.66946899999999,2
SR20-05205821,No Heat Complaint,20-03286083,10/5/2020 2:06 AM,10/8/2020 4:18 PM,Completed,,DOB - Buildings,Closed,3200 S Wabash Ave,60616,3200 S Wabash Ave-60616,"3200 S Wabash Ave, Chicago, IL 60616, USA",41.836026,-87.6255094,1
SR20-05205903,No Heat Complaint,20-03286128,10/5/2020 4:53 AM,10/6/2020 2:10 PM,Completed,,DOB - Buildings,Closed,8500 S Laflin St,60620,8500 S Laflin St-60620,"8500 S Laflin St, Chicago, IL 60620, USA",41.7393511,-87.66094509999999,1
SR20-05205915,No Heat Complaint,20-03286131,10/5/2020 5:28 AM,10/13/2020 12:23 PM,Completed,,DOB - Buildings,Closed,300 N Lotus Ave,60644,300 N Lotus Ave-60644,"300 N Lotus Ave, Chicago, IL 60644, USA",41.8859229,-87.76208679999999,6
SR20-05205969,No Heat Complaint,20-03286161,10/5/2020 6:12 AM,10/6/2020 12:16 PM,Completed,,DOB - Buildings,Closed,5000 N Rockwell St,60625,5000 N Rockwell St-60625,"5000 N Rockwell St, Chicago, IL 60625, USA",41.9722133,-87.6939226,1
SR20-05205975,No Heat Complaint,20-03286165,10/5/2020 6:18 AM,10/8/2020 4:18 PM,Completed,Caller stated does not know the building owner or manager name or phone#.,DOB - Buildings,Closed,4400 S Drexel Blvd,60653,4400 S Drexel Blvd-60653,"4400 S Drexel Blvd, Chicago, IL 60653, USA",41.814849,-87.604975,10
SR20-05205982,No Heat Complaint,20-03286171,10/5/2020 6:24 AM,10/8/2020 4:18 PM,Completed,,DOB - Buildings,Closed,7400 S South Shore Dr,60649,7400 S South Shore Dr-60649,"7400 S South Shore Dr, Chicago, IL 60649, USA",41.7621304,-87.5589557,3
SR20-05206224,No Heat Complaint,20-03286290,10/5/2020 7:39 AM,10/8/2020 4:18 PM,Completed,NO WORKING DOOR BELLS,DOB - Buildings,Closed,7700 S Jeffery Blvd,60649,7700 S Jeffery Blvd-60649,"7700 S Jeffery Blvd, Chicago, IL 60649, USA",41.75510999999999,-87.576408,5
SR20-05206241,No Heat Complaint,20-03286300,10/5/2020 7:43 AM,10/11/2020 9:36 PM,Completed,NO HEAT IN OVER A MONTH.  ---THEY SAID THE  HEAT WON'T BE OWN UNTIL MID OCTOBER,DOB - Buildings,Closed,800 W Lawrence Ave,60640,800 W Lawrence Ave-60640,"800 W Lawrence Ave, Chicago, IL 60640, USA",41.9692489,-87.6501289,1
SR20-05206348,No Heat Complaint,20-03286365,10/5/2020 8:04 AM,10/8/2020 4:18 PM,Completed,NO WORKING DOOR BELLS,DOB - Buildings,Closed,7500 S Kingston Ave,60649,7500 S Kingston Ave-60649,"7500 S Kingston Ave, Chicago, IL 60649, USA",41.75901959999999,-87.5627403,1
SR20-05206383,No Heat Complaint,20-03286387,10/5/2020 8:11 AM,10/11/2020 9:36 PM,Completed,,DOB - Buildings,Closed,400 W Wellington Ave,60657,400 W Wellington Ave-60657,"400 W Wellington Ave, Chicago, IL 60657, USA",41.9367074,-87.6398411,1
SR20-05206390,No Heat Complaint,20-03286393,10/5/2020 8:13 AM,10/6/2020 2:02 PM,Completed,Landlord turned off the heat cannot get into the basement,DOB - Buildings,Closed,6200 S Parkside Ave,60638,6200 S Parkside Ave-60638,"6200 S Parkside Ave, Chicago, IL 60638, USA",41.779718,-87.763353,2
SR20-05206548,No Heat Complaint,20-03286498,10/5/2020 8:32 AM,10/6/2020 2:08 PM,Completed,,DOB - Buildings,Closed,10300 S Hale Ave,60643,10300 S Hale Ave-60643,"10300 S Hale Ave, Chicago, IL 60643, USA",41.7065919,-87.6686009,6
SR20-05206551,No Heat Complaint,20-03286501,10/5/2020 8:33 AM,10/11/2020 9:36 PM,Completed,,DOB - Buildings,Closed,0 E Jackson Blvd,60604,0 E Jackson Blvd-60604,"55 E Jackson Blvd, Chicago, IL 60604, USA",41.8780109,-87.62546449999999,1
SR20-05206575,No Heat Complaint,20-03286518,10/5/2020 8:36 AM,10/6/2020 2:15 PM,Completed,,DOB - Buildings,Closed,1400 W Marquette Rd,60636,1400 W Marquette Rd-60636,"1400 W Marquette Rd, Chicago, IL 60636, USA",41.7722653,-87.65917139999999,3
